=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.06.02 11:15:37 =~=~=~=~=~=~=~=~=~=~=~=
[INFO: Main      ] Starting Contiki-NG-70237d3-dirty
[INFO: Main      ] - Routing: nullrouting
[INFO: Main      ] - Net: nullnet
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 17
[INFO: Main      ] Node ID: 40267
[INFO: Main      ] Link-layer address: 0012.4b00.18e6.9d4b
[INFO: Zoul      ] Zolertia Firefly platform
de23,1,1282,602,309808,2307,123791875,123201314,202513,202513
de23,2,1283,603,112116,826,124003329,123791901,414191,414190
de23,3,1284,604,32848,242,124065537,124003356,476399,476398
9dc8,4,2,466,612300,3187,124345168,123529324,478399,478398
de23,5,1285,605,99308,732,124252927,124065563,664815,664814
de23,6,1286,606,2716,20,124258047,124252954,670190,670189
9dc8,7,3,467,143800,753,124537936,124345195,672184,672183
9dc8,8,4,468,4968,26,124544592,124537962,678583,678583
de23,9,1287,607,205136,1512,124645116,124258074,1056238,1056237
9dc8,10,5,469,287864,1506,124930128,124544618,1064119,1064119
de23,11,1288,608,25532,188,124693244,124645142,1105389,1105389
de23,12,1289,609,408,3,124694012,124693270,1106413,1106412
9dc8,13,6,470,35880,188,124978255,124930154,1110994,1110994
9dc8,14,7,471,5152,27,124985167,124978282,1119414,1119414
de23,15,1290,610,312192,2301,125283063,124694038,1693932,1693931
9dc8,16,8,472,431292,2258,125563215,124985194,1696182,1696181
de23,17,1291,611,7480,55,125297143,125283089,1708012,1708011
9dc8,18,9,473,10152,53,125576783,125563241,1709750,1709749
de23,19,1292,612,47516,350,125386742,125297169,1798379,1798379
9dc8,20,10,474,66792,350,125666383,125576809,1799350,1799349
de23,21,1293,613,52840,389,125486325,125386768,1898475,1898475
9dc8,22,11,475,76928,403,125769550,125666409,1902773,1902773
de23,23,1294,614,39272,289,125560309,125486352,1971691,1971690
9dc8,24,12,476,56564,296,125845326,125769577,1979317,1979317
de23,25,1295,615,19976,147,125597940,125560335,2009067,2009066
9dc8,26,13,477,25548,134,125879630,125845353,2013877,2013877
de23,27,1296,616,59356,437,125709811,125597967,2120938,2120938
9dc8,28,14,478,82204,430,125989710,125879657,2123701,2123700
de23,29,1297,617,109768,808,125916658,125709838,2328554,2328553
9dc8,30,15,479,154292,807,126196302,125989737,2329039,2329039
de23,31,1298,618,7204,53,125930226,125916684,2341610,2341609
9dc8,32,16,480,10120,53,126209870,126196328,2344116,2344116
de23,33,1299,619,152540,1123,126217711,125930252,2629097,2629096
9dc8,34,17,481,215596,1129,126498894,126209896,2632628,2632627
de23,35,1300,620,77508,571,126363886,126217738,2774532,2774531
9dc8,36,18,482,107940,565,126643533,126498920,2776499,2776499
de23,37,1301,621,83976,618,126522093,126363912,2932739,2932739
9dc8,38,19,483,118028,618,126801741,126643560,2935219,2935219
de23,39,1302,622,109492,806,126728427,126522119,3139816,3139815
9dc8,40,20,484,154136,807,127008333,126801767,3141811,3141810
de23,41,1303,623,87748,646,126893802,126728453,3305959,3305959
9dc8,42,21,485,123308,645,127173453,127008359,3307186,3307186
de23,43,1304,624,2452,18,126898410,126893828,3309799,3309799
9dc8,44,22,486,5152,27,127180365,127173479,3313586,3313586
de23,45,1305,625,23136,170,126941929,126898436,3353831,3353830
9dc8,46,23,487,30760,161,127221581,127180391,3355314,3355314
de23,47,1306,626,65620,484,127065832,126941956,3476711,3476710
9dc8,48,24,488,92572,484,127345484,127221607,3479730,3479730
de23,49,1307,627,126664,933,127304678,127065859,3715329,3715328
9dc8,50,25,489,179436,940,127586124,127345511,3720370,3720369
de23,51,1308,628,63012,464,127423461,127304705,3834342,3834341
9dc8,52,26,490,87280,457,127703116,127586150,3836593,3836593
de23,53,1309,629,3668,27,127430373,127423488,3841510,3841509
9dc8,54,27,491,5176,27,127710028,127703142,3844017,3844017
de23,55,1310,630,193324,1425,127795170,127430400,4206565,4206564
