=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.06.02 11:22:46 =~=~=~=~=~=~=~=~=~=~=~=
[INFO: Main      ] Starting Contiki-NG-70237d3-dirty
[INFO: Main      ] - Routing: nullrouting
[INFO: Main      ] - Net: nullnet
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 17
[INFO: Main      ] Node ID: 40267
[INFO: Main      ] Link-layer address: 0012.4b00.18e6.9d4b
[INFO: Zoul      ] Zolertia Firefly platform
de23,1,1282,698,243456,1817,137916815,137451693,257293,257292
9dc8,2,2,556,348372,1817,138205246,137740121,269254,269254
de23,3,1283,699,35956,265,137984654,137916841,325867,325866
9dc8,4,3,557,45640,238,138266174,138205273,329408,329407
de23,5,1284,700,36544,269,138053518,137984681,394219,394218
9dc8,6,4,558,53232,278,138337342,138266201,400575,400575
de23,7,1285,701,29200,215,138108557,138053544,450283,450282
9dc8,8,5,559,37952,198,138388030,138337368,451007,451007
9dc8,9,6,560,136656,714,138570814,138388056,634814,634814
9dc8,10,7,561,192,1,138571070,138570840,635582,635582
de23,11,1288,702,119240,878,138333324,138108584,675050,675049
9dc8,12,8,562,45380,237,138631742,138571096,695487,695486
de23,13,1289,703,27720,204,138385547,138333350,727530,727529
9dc8,14,9,563,30432,159,138672446,138631768,735679,735678
de23,15,1290,704,32712,241,138447243,138385573,787717,787716
9dc8,16,10,564,45512,238,138733374,138672472,796607,796606
de23,17,1291,705,43092,317,138528394,138447269,870377,870377
9dc8,18,11,565,68356,357,138824765,138733400,887486,887486
de23,19,1292,706,19004,140,138564234,138528420,905705,905705
9dc8,20,12,566,15352,80,138845245,138824792,909246,909246
de23,21,1293,707,36524,269,138633097,138564260,973572,973572
9dc8,22,13,567,53084,277,138916157,138845272,979134,979134
de23,23,1294,708,108616,800,138837895,138633123,1179881,1179880
9dc8,24,14,568,152020,794,139119421,138916184,1183422,1183421
de23,25,1295,709,55652,410,138942855,138837922,1284328,1284328
9dc8,26,15,569,83532,436,139231037,139119447,1294782,1294781
de23,27,1296,710,16164,119,138973318,138942881,1314280,1314280
9dc8,28,16,570,22760,119,139261501,139231063,1324222,1324221
de23,29,1297,711,30392,224,139030662,138973345,1372648,1372648
9dc8,30,17,571,38104,199,139312445,139261527,1376190,1376189
de23,31,1298,712,32872,242,139092613,139030688,1433832,1433831
9dc8,32,18,572,45592,238,139373373,139312471,1436349,1436349
de23,33,1299,713,33708,248,139156101,139092640,1497832,1497831
9dc8,34,19,573,53240,278,139444541,139373399,1508029,1508029
de23,35,1300,714,70040,516,139288196,139156127,1629415,1629415
9dc8,36,20,574,98768,516,139576636,139444567,1640381,1640381
de23,37,1301,715,43044,317,139369347,139288222,1710311,1710311
9dc8,38,21,575,60772,317,139657788,139576663,1721021,1721020
de23,39,1302,716,27016,199,139420291,139369373,1761511,1761510
9dc8,40,22,576,37908,198,139708476,139657815,1771453,1771452
de23,41,1303,717,63460,467,139539842,139420317,1881831,1881830
9dc8,42,23,577,83736,437,139820348,139708503,1882840,1882839
de23,43,1304,718,21840,161,139581057,139539868,1923047,1923046
9dc8,44,24,578,30468,159,139861052,139820375,1925052,1925052
de23,45,1305,719,124048,914,139815039,139581084,2157030,2157029
9dc8,46,25,579,174660,912,140094524,139861078,2157500,2157499
de23,47,1306,720,25512,188,139863167,139815066,2204390,2204389
9dc8,48,26,580,38132,199,140145468,140094550,2208956,2208955
de23,49,1307,721,32880,242,139925118,139863193,2266854,2266853
9dc8,50,27,581,45588,238,140206396,140145494,2269628,2269627
de23,51,1308,722,33824,249,139988862,139925145,2330597,2330597
9dc8,52,28,582,45588,238,140267324,140206422,2331068,2331067
de23,53,1309,723,35568,262,140055933,139988888,2397925,2397925
