=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2021.06.05 13:52:30 =~=~=~=~=~=~=~=~=~=~=~=
[INFO: Main      ] Starting Contiki-NG-70237d3-dirty
[INFO: Main      ] - Routing: nullrouting
[INFO: Main      ] - Net: nullnet
[INFO: Main      ] - MAC: CSMA
[INFO: Main      ] - 802.15.4 PANID: 0xabcd
[INFO: Main      ] - 802.15.4 Default channel: 17
[INFO: Main      ] Node ID: 40267
[INFO: Main      ] Link-layer address: 0012.4b00.18e6.9d4b
[INFO: Zoul      ] Zolertia Firefly platform
de23,89,1328,424,90572,671,134850295,134678546,5351407,5351407
9dc8,90,43,43,128028,672,64544048,64372042,5354595,5354594
de23,91,1329,425,25508,189,134898678,134850321,5399535,5399535
9dc8,92,44,44,35860,188,64592176,64544074,5403235,5403234
de23,93,1330,426,5008,37,134908150,134898705,5408239,5408239
9dc8,94,45,45,5144,27,64599088,64592202,5409635,5409634
9dc8,95,46,46,61372,322,64681520,64599114,5492578,5492578
de23,96,1331,427,43908,325,134991350,134908177,5492719,5492719
de23,97,1332,428,9852,73,135010037,134991376,5510382,5510382
9dc8,98,47,47,15444,81,64702256,64681546,5512547,5512546
de23,99,1333,429,15136,112,135038709,135010064,5539823,5539823
9dc8,100,48,48,20568,108,64729903,64702282,5541219,5541218
de23,101,1334,430,60592,448,135153396,135038735,5653258,5653257
9dc8,102,49,49,87052,457,64846895,64729930,5657187,5657186
de23,103,1335,431,8108,60,135168756,135153423,5669615,5669614
9dc8,104,50,50,10088,53,64860463,64846922,5671523,5671522
de23,105,1336,432,8792,65,135185396,135168782,5686255,5686254
9dc8,106,51,51,15444,81,64881199,64860490,5692515,5692514
de23,107,1337,433,16624,123,135216884,135185422,5717231,5717230
9dc8,108,52,52,20360,107,64908591,64881226,5720163,5720162
de23,109,1338,434,28600,212,135271155,135216910,5771018,5771017
9dc8,110,53,53,40940,215,64963631,64908618,5774947,5774946
9dc8,111,54,54,46088,242,65025583,64963658,5836386,5836385
de23,112,1339,435,33960,251,135335411,135271182,5836527,5836526
de23,113,1340,436,102476,759,135529713,135335437,6029577,6029576
9dc8,114,55,55,148444,780,65225263,65025610,6035554,6035554
de23,115,1341,437,8392,62,135545585,135529739,6046446,6046446
9dc8,116,56,56,10296,54,65239087,65225289,6049150,6049149
de23,117,1342,438,115292,853,135763951,135545611,6264814,6264813
9dc8,118,57,57,163952,860,65459247,65239113,6269794,6269794
de23,119,1343,439,92808,686,135939566,135763977,6439918,6439917
9dc8,120,58,58,127928,672,65631279,65459273,6441826,6441826
de23,121,1344,440,39352,291,136014061,135939592,6514414,6514413
9dc8,122,59,59,56396,296,65707054,65631305,6518114,6518114
de23,123,1345,441,50036,370,136108780,136014087,6609389,6609389
9dc8,124,60,60,71760,376,65803310,65707081,6614114,6614114
de23,125,1346,442,12564,93,136132588,136108807,6632685,6632685
9dc8,126,61,61,15252,80,65823790,65803337,6633853,6633853
de23,127,1347,443,9324,69,136150252,136132614,6650121,6650120
9dc8,128,62,62,15416,81,65844526,65823817,6654589,6654589
de23,129,1348,444,36632,271,136219627,136150278,6719725,6719725
9dc8,130,63,63,51316,269,65913390,65844553,6723682,6723682
de23,131,1349,445,50656,375,136315627,136219654,6815981,6815981
9dc8,132,64,64,71620,376,66009646,65913417,6820450,6820450
de23,133,1350,446,177828,1318,136653032,136315653,7154157,7154156
9dc8,134,65,65,250996,1317,66346798,66009672,7158370,7158369
de23,135,1351,447,35104,260,136719591,136653058,7220973,7220972
9dc8,136,66,66,51296,269,66415662,66346824,7226978,7226977
de23,137,1352,448,104992,778,136918758,136719618,7418631,7418631
9dc8,138,67,67,148648,780,66615341,66415688,7426146,7426145
de23,139,1353,449,3528,26,136925414,136918784,7426284,7426284
9dc8,140,68,68,5148,27,66622253,66615368,7435874,7435873
de23,141,1354,450,48844,362,137018085,136925440,7518188,7518188
9dc8,142,69,69,66456,349,66711597,66622280,7522914,7522913
de23,143,1355,451,163012,1208,137327330,137018111,7828460,7828459
9dc8,144,70,70,230392,1210,67021357,66711624,7832162,7832161
de23,145,1356,452,104064,772,137524961,137327357,8025579,8025579
9dc8,146,71,71,148344,779,67220781,67021383,8031586,8031585
de23,147,1357,453,23772,176,137570016,137524987,8070379,8070379
9dc8,148,72,72,30720,161,67261997,67220807,8073314,8073313
de23,149,1358,454,1484,11,137572832,137570043,8074219,8074219
9dc8,150,73,73,5136,27,67268909,67262023,8078973,8078972
de23,151,1359,455,49852,369,137667296,137572859,8168171,8168171
9dc8,152,74,74,66624,350,67358509,67268935,8169826,8169825
de23,153,1360,456,21600,160,137708255,137667322,8208363,8208362
de23,154,1361,457,676,5,137709535,137708281,8209898,8209898
9dc8,155,75,75,30644,161,67399725,67358535,8211042,8211041
9dc8,156,76,76,5144,27,67406637,67399751,8217441,8217440
de23,157,1362,458,24228,180,137755615,137709561,8255979,8255978
9dc8,158,77,77,30680,161,67447853,67406663,8258658,8258657
de23,159,1363,459,8500,63,137771743,137755641,8272619,8272618
9dc8,160,78,78,15436,81,67468589,67447879,8279394,8279393
de23,161,1364,460,37928,281,137843678,137771769,8343558,8343557
9dc8,162,79,79,51240,269,67537452,67468615,8348770,8348769
de23,163,1365,461,14328,106,137870814,137843704,8372203,8372202
9dc8,164,80,80,20368,107,67564844,67537479,8375650,8375649
de23,165,1366,462,10676,79,137891038,137870840,8392171,8392170
9dc8,166,81,81,15424,81,67585580,67564871,8396642,8396641
de23,167,1367,463,113196,838,138105564,137891064,8606186,8606186
9dc8,168,82,82,158752,833,67798828,67585607,8609121,8609121
de23,169,1368,464,94720,702,138285274,138105590,8786154,8786154
9dc8,170,83,83,133180,699,67977772,67798855,8789089,8789089
de23,171,1369,465,17140,127,138317786,138285301,8819178,8819178
9dc8,172,84,84,25532,134,68012076,67977798,8822881,8822881
de23,173,1370,466,29128,216,138373082,138317812,8873450,8873449
9dc8,174,85,85,40988,215,68067116,68012102,8878177,8878177
de23,175,1371,467,4044,30,138380762,138373108,8880874,8880873
9dc8,176,86,86,5148,27,68074028,68067142,8884833,8884833
de23,177,1372,468,20212,150,138419161,138380788,8920298,8920297
9dc8,178,87,87,30844,162,68115500,68074054,8925564,8925564
de23,179,1373,469,73968,548,138559448,138419188,9059562,9059561
9dc8,180,88,88,102340,537,68252972,68115526,9064033,9064033
de23,181,1374,470,11608,86,138581464,138559474,9082602,9082601
9dc8,182,89,89,15424,81,68273708,68252998,9084001,9084001
de23,183,1375,471,9736,72,138599896,138581490,9099781,9099780
9dc8,184,90,90,15224,80,68294188,68273734,9105249,9105249
de23,185,1376,472,9060,67,138617048,138599922,9116933,9116932
9dc8,186,91,91,10292,54,68308012,68294214,9119073,9119073
de23,187,1377,473,38748,287,138690519,138617074,9190404,9190404
9dc8,188,92,92,56316,296,68383788,68308038,9194081,9194081
de23,189,1378,474,14148,105,138717399,138690545,9218537,9218537
9dc8,190,93,93,20384,107,68411180,68383814,9221729,9221729
de23,191,1379,475,42512,315,138798038,138717425,9298153,9298153
9dc8,192,94,94,61480,323,68493868,68411206,9304673,9304673
de23,193,1380,476,48428,359,138889942,138798065,9390313,9390313
9dc8,194,95,95,66460,349,68583211,68493894,9394529,9394529
